Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Results,Winning Team,Win conditions,MatchID,Home Team Initials,Away Team Initials
2006,21 Jun 2006 - 21:00 ,Group C,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Netherlands,0,0,Argentina,D,Draw, ,97410037,NED,ARG
2006,21 Jun 2006 - 21:00 ,Group C,"FIFA World Cup Stadium, Munich",Munich ,Ivory Coast,3,2,Serbia,H,Ivory Coast, ,97410038,CIV,SCG
2006,22 Jun 2006 - 16:00 ,Group E,"FIFA World Cup Stadium, Hamburg",Hamburg ,Czech Republic,0,2,Italy,A,Italy, ,97410041,CZE,ITA
2006,22 Jun 2006 - 16:00 ,Group E,Franken-Stadion,Nuremberg ,Ghana,2,1,USA,H,Ghana, ,97410042,GHA,USA
2006,22 Jun 2006 - 21:00 ,Group F,"FIFA World Cup Stadium, Dortmund",Dortmund ,Japan,1,4,Brazil,A,Brazil, ,97410043,JPN,BRA
2006,22 Jun 2006 - 21:00 ,Group F,Gottlieb-Daimler-Stadion,Stuttgart ,Croatia,2,2,Australia,D,Draw, ,97410044,CRO,AUS
2006,23 Jun 2006 - 16:00 ,Group H,Olympiastadion,Berlin ,Ukraine,1,0,Tunisia,H,Ukraine, ,97410048,UKR,TUN
2006,23 Jun 2006 - 16:00 ,Group H,Fritz-Walter-Stadion,Kaiserslautern ,Saudi Arabia,0,1,Spain,A,Spain, ,97410047,KSA,ESP
2006,23 Jun 2006 - 21:00 ,Group G,"FIFA World Cup Stadium, Cologne",Cologne ,Togo,0,2,France,A,France, ,97410045,TOG,FRA
2006,23 Jun 2006 - 21:00 ,Group G,"FIFA World Cup Stadium, Hanover",Hanover ,Switzerland,2,0,Korea Republic,H,Switzerland, ,97410046,SUI,KOR
2006,24 Jun 2006 - 17:00 ,Round of 16,"FIFA World Cup Stadium, Munich",Munich ,Germany,2,0,Sweden,H,Germany, ,97410049,GER,SWE
2006,24 Jun 2006 - 21:00 ,Round of 16,Zentralstadion,Leipzig ,Argentina,2,1,Mexico,H,Argentina,Argentina win after extra time ,97410050,ARG,MEX
2006,25 Jun 2006 - 17:00 ,Round of 16,Gottlieb-Daimler-Stadion,Stuttgart ,England,1,0,Ecuador,H,England, ,97410051,ENG,ECU
2006,25 Jun 2006 - 21:00 ,Round of 16,Franken-Stadion,Nuremberg ,Portugal,1,0,Netherlands,H,Portugal, ,97410052,POR,NED
2006,26 Jun 2006 - 17:00 ,Round of 16,Fritz-Walter-Stadion,Kaiserslautern ,Italy,1,0,Australia,H,Italy, ,97410053,ITA,AUS
2006,26 Jun 2006 - 21:00 ,Round of 16,"FIFA World Cup Stadium, Cologne",Cologne ,Switzerland,0,0,Ukraine,A,Draw,Ukraine win on penalties (0 - 3) ,97410054,SUI,UKR
2006,27 Jun 2006 - 17:00 ,Round of 16,"FIFA World Cup Stadium, Dortmund",Dortmund ,Brazil,3,0,Ghana,H,Brazil, ,97410055,BRA,GHA
2006,27 Jun 2006 - 21:00 ,Round of 16,"FIFA World Cup Stadium, Hanover",Hanover ,Spain,1,3,France,A,France, ,97410056,ESP,FRA
2006,30 Jun 2006 - 17:00 ,Quarter-finals,Olympiastadion,Berlin ,Germany,1,1,Argentina,H,Draw,Germany win on penalties (4 - 2) ,97410057,GER,ARG
2006,30 Jun 2006 - 21:00 ,Quarter-finals,"FIFA World Cup Stadium, Hamburg",Hamburg ,Italy,3,0,Ukraine,H,Italy, ,97410058,ITA,UKR
2006,01 Jul 2006 - 17:00 ,Quarter-finals,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,England,0,0,Portugal,A,Draw,Portugal win on penalties (1 - 3) ,97410059,ENG,POR
2006,01 Jul 2006 - 21:00 ,Quarter-finals,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Brazil,0,1,France,A,France, ,97410060,BRA,FRA
2006,04 Jul 2006 - 21:00 ,Semi-finals,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,0,2,Italy,A,Italy,Italy win after extra time ,97410061,GER,ITA
2006,05 Jul 2006 - 21:00 ,Semi-finals,"FIFA World Cup Stadium, Munich",Munich ,Portugal,0,1,France,A,France, ,97410062,POR,FRA
2006,08 Jul 2006 - 21:00 ,Third place,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,3,1,Portugal,H,Germany, ,97410063,GER,POR
2006,09 Jul 2006 - 20:00 ,Final,Olympiastadion,Berlin ,Italy,1,1,France,H,Draw,Italy win on penalties (5 - 3) ,97410064,ITA,FRA
2010,11 Jun 2010 - 16:00 ,Group A,Soccer City Stadium,Johannesburg ,South Africa,1,1,Mexico,D,Draw, ,300061454,RSA,MEX
2010,11 Jun 2010 - 20:30 ,Group A,Cape Town Stadium,Cape Town ,Uruguay,0,0,France,D,Draw, ,300061453,URU,FRA
2010,12 Jun 2010 - 13:30 ,Group B,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Korea Republic,2,0,Greece,H,Korea Republic, ,300061459,KOR,GRE
2010,12 Jun 2010 - 16:00 ,Group B,Ellis Park Stadium,Johannesburg ,Argentina,1,0,Nigeria,H,Argentina, ,300061460,ARG,NGA
2010,12 Jun 2010 - 20:30 ,Group C,Royal Bafokeng Sports Palace,Phokeng ,England,1,1,USA,D,Draw, ,300061466,ENG,USA
2010,13 Jun 2010 - 13:30 ,Group C,Peter Mokaba Stadium,Polokwane ,Algeria,0,1,Slovenia,A,Slovenia, ,300061465,ALG,SVN
2010,13 Jun 2010 - 16:00 ,Group D,Loftus Versfeld Stadium,Tshwane/Pretoria ,Serbia,0,1,Ghana,A,Ghana, ,300061471,SRB,GHA
2010,13 Jun 2010 - 20:30 ,Group D,Durban Stadium,Durban ,Germany,4,0,Australia,H,Germany, ,300111116,GER,AUS
2010,14 Jun 2010 - 13:30 ,Group E,Soccer City Stadium,Johannesburg ,Netherlands,2,0,Denmark,H,Netherlands, ,300061478,NED,DEN
2010,14 Jun 2010 - 16:00 ,Group E,Free State Stadium,Mangaung/Bloemfontein ,Japan,1,0,Cameroon,H,Japan, ,300061477,JPN,CMR
2010,14 Jun 2010 - 20:30 ,Group F,Cape Town Stadium,Cape Town ,Italy,1,1,Paraguay,D,Draw, ,300061484,ITA,PAR
2010,15 Jun 2010 - 13:30 ,Group F,Royal Bafokeng Sports Palace,Phokeng ,New Zealand,1,1,Slovakia,D,Draw, ,300061483,NZL,SVK
2010,15 Jun 2010 - 16:00 ,Group G,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Ivory Coast,0,0,Portugal,D,Draw, ,300061489,CIV,POR
2010,15 Jun 2010 - 20:30 ,Group G,Ellis Park Stadium,Johannesburg ,Brazil,2,1,Korea Republic,H,Brazil, ,300061490,BRA,PRK
2010,16 Jun 2010 - 13:30 ,Group H,Mbombela Stadium,Nelspruit ,Honduras,0,1,Chile,A,Chile, ,300061495,HON,CHI
2010,16 Jun 2010 - 16:00 ,Group H,Durban Stadium,Durban ,Spain,0,1,Switzerland,A,Switzerland, ,300111112,ESP,SUI
2010,16 Jun 2010 - 20:30 ,Group A,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,0,3,Uruguay,A,Uruguay, ,300061452,RSA,URU
2010,17 Jun 2010 - 13:30 ,Group B,Soccer City Stadium,Johannesburg ,Argentina,4,1,Korea Republic,H,Argentina, ,300061458,ARG,KOR
2010,17 Jun 2010 - 16:00 ,Group B,Free State Stadium,Mangaung/Bloemfontein ,Greece,2,1,Nigeria,H,Greece, ,300061457,GRE,NGA
2010,17 Jun 2010 - 20:30 ,Group A,Peter Mokaba Stadium,Polokwane ,France,0,2,Mexico,A,Mexico, ,300061451,FRA,MEX
2010,18 Jun 2010 - 13:30 ,Group D,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Germany,0,1,Serbia,A,Serbia, ,300061470,GER,SRB
2010,18 Jun 2010 - 16:00 ,Group C,Ellis Park Stadium,Johannesburg ,Slovenia,2,2,USA,D,Draw, ,300061463,SVN,USA
2010,18 Jun 2010 - 20:30 ,Group C,Cape Town Stadium,Cape Town ,England,0,0,Algeria,D,Draw, ,300061464,ENG,ALG
2010,19 Jun 2010 - 13:30 ,Group E,Durban Stadium,Durban ,Netherlands,1,0,Japan,H,Netherlands, ,300111117,NED,JPN
2010,19 Jun 2010 - 16:00 ,Group D,Royal Bafokeng Sports Palace,Phokeng ,Ghana,1,1,Australia,D,Draw, ,300061469,GHA,AUS
2010,19 Jun 2010 - 20:30 ,Group E,Loftus Versfeld Stadium,Tshwane/Pretoria ,Cameroon,1,2,Denmark,A,Denmark, ,300061475,CMR,DEN
2010,20 Jun 2010 - 13:30 ,Group F,Free State Stadium,Mangaung/Bloemfontein ,Slovakia,0,2,Paraguay,A,Paraguay, ,300061481,SVK,PAR
2010,20 Jun 2010 - 16:00 ,Group F,Mbombela Stadium,Nelspruit ,Italy,1,1,New Zealand,D,Draw, ,300061482,ITA,NZL
2010,20 Jun 2010 - 20:30 ,Group G,Soccer City Stadium,Johannesburg ,Brazil,3,1,Ivory Coast,H,Brazil, ,300061488,BRA,CIV
2010,21 Jun 2010 - 13:30 ,Group G,Cape Town Stadium,Cape Town ,Portugal,7,0,Korea Republic,H,Portugal, ,300061487,POR,PRK
2010,21 Jun 2010 - 16:00 ,Group H,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Chile,1,0,Switzerland,H,Chile, ,300061493,CHI,SUI
2010,21 Jun 2010 - 20:30 ,Group H,Ellis Park Stadium,Johannesburg ,Spain,2,0,Honduras,H,Spain, ,300061494,ESP,HON
2010,22 Jun 2010 - 16:00 ,Group A,Royal Bafokeng Sports Palace,Phokeng ,Mexico,0,1,Uruguay,A,Uruguay, ,300061450,MEX,URU
2010,22 Jun 2010 - 16:00 ,Group A,Free State Stadium,Mangaung/Bloemfontein ,France,1,2,South Africa,A,South Africa, ,300061449,FRA,RSA
2010,22 Jun 2010 - 20:30 ,Group B,Durban Stadium,Durban ,Nigeria,2,2,Korea Republic,D,Draw, ,300111115,NGA,KOR
2010,22 Jun 2010 - 20:30 ,Group B,Peter Mokaba Stadium,Polokwane ,Greece,0,2,Argentina,A,Argentina, ,300061455,GRE,ARG
2010,23 Jun 2010 - 16:00 ,Group C,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Slovenia,0,1,England,A,England, ,300061462,SVN,ENG
2010,23 Jun 2010 - 16:00 ,Group C,Loftus Versfeld Stadium,Tshwane/Pretoria ,USA,1,0,Algeria,H,USA, ,300061461,USA,ALG
2010,23 Jun 2010 - 20:30 ,Group D,Soccer City Stadium,Johannesburg ,Ghana,0,1,Germany,A,Germany, ,300061468,GHA,GER
2010,23 Jun 2010 - 20:30 ,Group D,Mbombela Stadium,Nelspruit ,Australia,2,1,Serbia,H,Australia, ,300061467,AUS,SRB
2010,24 Jun 2010 - 16:00 ,Group F,Ellis Park Stadium,Johannesburg ,Slovakia,3,2,Italy,H,Slovakia, ,300061480,SVK,ITA
2010,24 Jun 2010 - 16:00 ,Group F,Peter Mokaba Stadium,Polokwane ,Paraguay,0,0,New Zealand,D,Draw, ,300061479,PAR,NZL
2010,24 Jun 2010 - 20:30 ,Group E,Royal Bafokeng Sports Palace,Phokeng ,Denmark,1,3,Japan,A,Japan, ,300061474,DEN,JPN
2010,24 Jun 2010 - 20:30 ,Group E,Cape Town Stadium,Cape Town ,Cameroon,1,2,Netherlands,A,Netherlands, ,300061473,CMR,NED
2010,25 Jun 2010 - 16:00 ,Group G,Durban Stadium,Durban ,Portugal,0,0,Brazil,D,Draw, ,300111111,POR,BRA
2010,25 Jun 2010 - 16:00 ,Group G,Mbombela Stadium,Nelspruit ,Korea Republic,0,3,Ivory Coast,A,Ivory Coast, ,300061486,PRK,CIV
2010,25 Jun 2010 - 20:30 ,Group H,Loftus Versfeld Stadium,Tshwane/Pretoria ,Chile,1,2,Spain,A,Spain, ,300061491,CHI,ESP
2010,25 Jun 2010 - 20:30 ,Group H,Free State Stadium,Mangaung/Bloemfontein ,Switzerland,0,0,Honduras,D,Draw, ,300061492,SUI,HON
2010,26 Jun 2010 - 16:00 ,Round of 16,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Uruguay,2,1,Korea Republic,H,Uruguay, ,300061504,URU,KOR
2010,26 Jun 2010 - 20:30 ,Round of 16,Royal Bafokeng Sports Palace,Phokeng ,USA,1,2,Ghana,A,Ghana,Ghana win after extra time ,300061503,USA,GHA
2010,27 Jun 2010 - 16:00 ,Round of 16,Free State Stadium,Mangaung/Bloemfontein ,Germany,4,1,England,H,Germany, ,300061501,GER,ENG
2010,27 Jun 2010 - 20:30 ,Round of 16,Soccer City Stadium,Johannesburg ,Argentina,3,1,Mexico,H,Argentina, ,300061502,ARG,MEX
2010,28 Jun 2010 - 16:00 ,Round of 16,Durban Stadium,Durban ,Netherlands,2,1,Slovakia,H,Netherlands, ,300111113,NED,SVK
2010,28 Jun 2010 - 20:30 ,Round of 16,Ellis Park Stadium,Johannesburg ,Brazil,3,0,Chile,H,Brazil, ,300061500,BRA,CHI
2010,29 Jun 2010 - 16:00 ,Round of 16,Loftus Versfeld Stadium,Tshwane/Pretoria ,Paraguay,0,0,Japan,H,Draw,Paraguay win on penalties (5 - 3) ,300061497,PAR,JPN
2010,29 Jun 2010 - 20:30 ,Round of 16,Cape Town Stadium,Cape Town ,Spain,1,0,Portugal,H,Spain, ,300061498,ESP,POR
2010,02 Jul 2010 - 16:00 ,Quarter-finals,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Netherlands,2,1,Brazil,H,Netherlands, ,300061507,NED,BRA
2010,02 Jul 2010 - 20:30 ,Quarter-finals,Soccer City Stadium,Johannesburg ,Uruguay,1,1,Ghana,H,Draw,Uruguay win on penalties (4 - 2) ,300061508,URU,GHA
2010,03 Jul 2010 - 16:00 ,Quarter-finals,Cape Town Stadium,Cape Town ,Argentina,0,4,Germany,A,Germany, ,300061505,ARG,GER
2010,03 Jul 2010 - 20:30 ,Quarter-finals,Ellis Park Stadium,Johannesburg ,Paraguay,0,1,Spain,A,Spain, ,300061506,PAR,ESP
2010,06 Jul 2010 - 20:30 ,Semi-finals,Cape Town Stadium,Cape Town ,Uruguay,2,3,Netherlands,A,Netherlands, ,300061512,URU,NED
2010,07 Jul 2010 - 20:30 ,Semi-finals,Durban Stadium,Durban ,Germany,0,1,Spain,A,Spain, ,300111114,GER,ESP
2010,10 Jul 2010 - 20:30 ,Match for third place,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Uruguay,2,3,Germany,A,Germany, ,300061510,URU,GER
2010,11 Jul 2010 - 20:30 ,Final,Soccer City Stadium,Johannesburg ,Netherlands,0,1,Spain,A,Spain,Spain win after extra time ,300061509,NED,ESP
2014,12 Jun 2014 - 17:00 ,Group A,Arena de Sao Paulo,Sao Paulo ,Brazil,3,1,Croatia,H,Brazil, ,300186456,BRA,CRO
2014,13 Jun 2014 - 13:00 ,Group A,Estadio das Dunas,Natal ,Mexico,1,0,Cameroon,H,Mexico, ,300186492,MEX,CMR
2014,13 Jun 2014 - 16:00 ,Group B,Arena Fonte Nova,Salvador ,Spain,1,5,Netherlands,A,Netherlands, ,300186510,ESP,NED
2014,13 Jun 2014 - 18:00 ,Group B,Arena Pantanal,Cuiaba ,Chile,3,1,Australia,H,Chile, ,300186473,CHI,AUS
2014,14 Jun 2014 - 13:00 ,Group C,Estadio Mineirao,Belo Horizonte ,Colombia,3,0,Greece,H,Colombia, ,300186471,COL,GRE
2014,14 Jun 2014 - 16:00 ,Group D,Estadio Castelao,Fortaleza ,Uruguay,1,3,Costa Rica,A,Costa Rica, ,300186489,URU,CRC
2014,14 Jun 2014 - 18:00 ,Group D,Arena Amazonia,Manaus ,England,1,2,Italy,A,Italy, ,300186513,ENG,ITA
2014,14 Jun 2014 - 22:00 ,Group C,Arena Pernambuco,Recife ,Ivory Coast,2,1,Japan,H,Ivory Coast, ,300186507,CIV,JPN
2014,15 Jun 2014 - 13:00 ,Group E,Estadio Nacional,Brasilia ,Switzerland,2,1,Ecuador,H,Switzerland, ,300186494,SUI,ECU
2014,15 Jun 2014 - 16:00 ,Group E,Estadio Beira-Rio,Porto Alegre ,France,3,0,Honduras,H,France, ,300186496,FRA,HON
2014,15 Jun 2014 - 19:00 ,Group F,Estadio do Maracana,Rio De Janeiro ,Argentina,2,1,Bosnia and Herzegovina,H,Argentina, ,300186477,ARG,BIH
2014,16 Jun 2014 - 13:00 ,Group G,Arena Fonte Nova,Salvador ,Germany,4,0,Portugal,H,Germany, ,300186475,GER,POR
2014,16 Jun 2014 - 16:00 ,Group F,Arena da Baixada,Curitiba ,Iran,0,0,Nigeria,D,Draw, ,300186505,IRN,NGA
2014,16 Jun 2014 - 19:00 ,Group G,Estadio das Dunas,Natal ,Ghana,1,2,USA,A,USA, ,300186512,GHA,USA
2014,17 Jun 2014 - 13:00 ,Group H,Estadio Mineirao,Belo Horizonte ,Belgium,2,1,Algeria,H,Belgium, ,300186479,BEL,ALG
2014,17 Jun 2014 - 16:00 ,Group A,Estadio Castelao,Fortaleza ,Brazil,0,0,Mexico,D,Draw, ,300186509,BRA,MEX
2014,17 Jun 2014 - 18:00 ,Group H,Arena Pantanal,Cuiaba ,Russia,1,1,Korea Republic,D,Draw, ,300186499,RUS,KOR
2014,18 Jun 2014 - 13:00 ,Group B,Estadio Beira-Rio,Porto Alegre ,Australia,2,3,Netherlands,A,Netherlands, ,300186478,AUS,NED
2014,18 Jun 2014 - 16:00 ,Group B,Estadio do Maracana,Rio De Janeiro ,Spain,0,2,Chile,A,Chile, ,300186498,ESP,CHI
2014,18 Jun 2014 - 18:00 ,Group A,Arena Amazonia,Manaus ,Cameroon,0,4,Croatia,A,Croatia, ,300186453,CMR,CRO
2014,19 Jun 2014 - 13:00 ,Group C,Estadio Nacional,Brasilia ,Colombia,2,1,Ivory Coast,H,Colombia, ,300186468,COL,CIV
2014,19 Jun 2014 - 16:00 ,Group D,Arena de Sao Paulo,Sao Paulo ,Uruguay,2,1,England,H,Uruguay, ,300186486,URU,ENG
2014,19 Jun 2014 - 19:00 ,Group C,Estadio das Dunas,Natal ,Japan,0,0,Greece,D,Draw, ,300186454,JPN,GRE
2014,20 Jun 2014 - 13:00 ,Group D,Arena Pernambuco,Recife ,Italy,0,1,Costa Rica,A,Costa Rica, ,300186500,ITA,CRC
2014,20 Jun 2014 - 16:00 ,Group E,Arena Fonte Nova,Salvador ,Switzerland,2,5,France,A,France, ,300186514,SUI,FRA
2014,20 Jun 2014 - 19:00 ,Group E,Arena da Baixada,Curitiba ,Honduras,1,2,Ecuador,A,Ecuador, ,300186463,HON,ECU
2014,21 Jun 2014 - 13:00 ,Group F,Estadio Mineirao,Belo Horizonte ,Argentina,1,0,Iran,H,Argentina, ,300186466,ARG,IRN
2014,21 Jun 2014 - 16:00 ,Group G,Estadio Castelao,Fortaleza ,Germany,2,2,Ghana,D,Draw, ,300186493,GER,GHA
2014,21 Jun 2014 - 18:00 ,Group F,Arena Pantanal,Cuiaba ,Nigeria,1,0,Bosnia and Herzegovina,H,Nigeria, ,300186511,NGA,BIH
2014,22 Jun 2014 - 13:00 ,Group H,Estadio do Maracana,Rio De Janeiro ,Belgium,1,0,Russia,H,Belgium, ,300186481,BEL,RUS
